id,prediction,real,predict_prob
273,0,0,0.28759688
274,0,0,0.28623673
271,0,0,0.31349802
276,0,0,0.29289132
277,0,0,0.28623673
275,0,0,0.28681982
279,0,0,0.29986736
280,0,0,0.28681982
278,0,0,0.3616655
281,0,0,0.2871573
283,0,0,0.29083267
268,0,0,0.4687776
282,0,0,0.32575512
284,0,0,0.44161326
288,0,0,0.34170458
287,0,0,0.32692698
285,0,0,0.28681982
289,0,0,0.3376188
291,0,0,0.28681982
290,0,0,0.3466818
292,0,0,0.3617135
293,0,0,0.44951645
295,0,0,0.28623673
286,1,0,0.398898
296,0,0,0.33502817
298,0,0,0.2980192
297,0,0,0.33161688
301,0,0,0.3044356
299,0,0,0.4178864
300,0,0,0.4274646
302,0,0,0.28623673
304,0,0,0.30403665
303,0,0,0.43025494
305,0,0,0.49981982
294,0,0,0.28681982
306,0,0,0.34046566
307,0,0,0.29475462
308,0,0,0.31479132
309,0,0,0.30119288
310,0,0,0.40726894
312,0,0,0.28681982
313,0,0,0.34054714
311,0,0,0.46796867
314,0,0,0.2899416
316,0,0,0.2881148
315,0,0,0.462793
317,0,0,0.2881148
318,0,0,0.31006023
320,0,0,0.28623673
321,0,0,0.3335182
322,0,0,0.29512295
319,0,0,0.36162102
323,0,0,0.34953663
325,0,0,0.2957244
324,0,0,0.28623673
326,0,0,0.35210398
327,0,0,0.35825956
328,0,0,0.3187157
331,0,0,0.46930578
330,0,0,0.29968268
332,0,0,0.322873
335,0,0,0.28623673
334,0,0,0.3231945
337,0,0,0.28681982
336,0,0,0.28848228
338,0,0,0.32200924
333,0,0,0.40659013
341,0,0,0.33100405
340,0,0,0.35239008
339,0,0,0.34376115
342,0,0,0.28635764
345,0,0,0.28681982
344,0,1,0.56689745
343,0,0,0.3332482
348,0,0,0.28623673
349,0,0,0.3673531
347,0,0,0.3665131
350,0,0,0.30540738
346,0,0,0.41201648
329,1,0,0.44074288
351,0,0,0.28623673
353,0,0,0.28681982
352,0,0,0.36760563
355,0,0,0.28681982
354,0,0,0.3935697
357,0,0,0.28681982
358,0,0,0.29742068
360,0,0,0.37663013
359,0,0,0.3774723
361,0,0,0.30493954
362,0,0,0.35748965
364,0,0,0.2907356
365,0,0,0.33907098
366,0,0,0.30931658
363,0,0,0.3439393
367,0,0,0.39391384
368,0,0,0.3954723
369,0,0,0.33843344
371,0,0,0.36594668
370,0,1,0.53401
356,0,0,0.28681982
372,0,0,0.30741048
376,0,0,0.28623673
377,0,0,0.30351806
378,0,0,0.35229087
379,1,0,0.48100996
375,0,0,0.3977732
381,0,0,0.28623673
373,0,0,0.28681982
380,0,0,0.30878174
374,0,0,0.32437676
384,0,0,0.290499
385,0,0,0.42231894
386,0,0,0.28623673
382,0,0,0.3132106
387,1,1,0.57567155
390,0,0,0.28681982
389,0,0,0.29393044
383,0,0,0.28681982
388,0,0,0.32386342
391,0,0,0.43518686
394,1,0,0.36061332
392,0,1,0.5718085
396,0,0,0.3026424
397,0,0,0.29277834
395,0,0,0.39086643
399,0,0,0.28623673
398,0,0,0.29152995
393,0,0,0.43122962
402,0,0,0.36995798
404,0,0,0.28681982
403,0,0,0.35940477
406,0,0,0.28941262
407,0,0,0.29565075
408,0,0,0.28623673
409,0,0,0.38030437
410,0,0,0.3263065
411,0,0,0.34838888
400,0,0,0.35083547
412,0,0,0.28623673
413,0,0,0.3297658
401,0,0,0.33207905
405,0,0,0.43553644
416,0,0,0.31493375
414,0,0,0.30724058
417,0,0,0.47656074
419,0,1,0.55780405
418,0,0,0.33595
420,0,0,0.3359158
415,0,0,0.33007553
421,0,0,0.33456865
425,0,0,0.28681982
426,0,0,0.28681982
427,0,0,0.37042037
428,0,0,0.29133934
429,0,0,0.28623673
422,0,0,0.3713244
430,0,0,0.28681982
423,0,0,0.28681982
424,0,0,0.38266113
434,0,0,0.28623673
432,0,0,0.35374695
436,0,0,0.28623673
435,0,0,0.3211293
438,0,0,0.28681982
437,1,0,0.47510675
439,0,0,0.28681982
441,0,0,0.3262543
440,0,0,0.38041124
431,0,0,0.48352903
433,0,0,0.35719934
445,0,0,0.30715525
442,0,0,0.29792973
446,0,0,0.28623673
444,0,0,0.34320617
447,0,0,0.28623673
448,0,0,0.30637097
449,0,0,0.33380967
450,0,0,0.36331308
453,0,0,0.29692036
452,0,0,0.43585932
455,0,0,0.28681982
456,0,0,0.28681982
457,0,0,0.29758185
454,1,1,0.5933692
443,0,0,0.28623673
451,0,0,0.49652222
458,0,0,0.45358273
461,0,0,0.28681982
462,0,0,0.37915224
463,0,0,0.30984622
465,0,0,0.40934616
464,0,0,0.3610965
467,0,0,0.3055099
466,0,0,0.4286628
459,0,0,0.33170772
470,0,0,0.31328687
469,0,0,0.33971885
460,0,0,0.2937672
473,0,0,0.28681982
471,0,0,0.4388348
472,0,0,0.39778557
476,0,0,0.28681982
474,0,0,0.35103518
477,0,0,0.29556552
475,0,0,0.28681982
478,0,0,0.3627931
479,0,0,0.33270052
482,0,0,0.28623673
481,0,0,0.34134015
483,0,0,0.3673531
468,0,0,0.30079317
480,0,0,0.3664044
484,0,0,0.3373829
487,0,0,0.31115958
489,0,0,0.28623673
490,0,0,0.30720246
488,0,0,0.43989515
491,0,0,0.32316664
493,0,0,0.29758185
492,0,0,0.2939927
495,0,0,0.306947
496,0,0,0.28681982
485,0,0,0.34885994
498,0,0,0.28681982
497,0,0,0.30733383
499,0,0,0.33278704
486,0,0,0.28771266
500,0,0,0.4847581
494,0,0,0.35918903
501,0,0,0.29238474
504,0,0,0.28623673
505,0,0,0.38947397
507,0,0,0.37353185
506,0,0,0.40428695
508,0,0,0.28849185
503,0,0,0.31732452
510,0,0,0.29955727
509,0,0,0.3669523
511,0,0,0.3513024
502,0,0,0.28623673
512,0,0,0.39291728
513,0,0,0.31488898
516,0,0,0.3020868
517,0,0,0.2952483
519,0,0,0.34290203
518,0,0,0.35060155
520,0,0,0.34382212
521,0,0,0.37802297
514,0,0,0.28623673
515,0,0,0.29972786
522,0,0,0.28759688
526,0,0,0.4457796
523,0,0,0.28681982
527,0,0,0.33089197
529,0,0,0.40929875
528,0,0,0.40700898
524,0,0,0.28623673
531,0,0,0.3014771
533,0,0,0.28623673
534,0,0,0.28623673
532,0,0,0.33681944
530,0,0,0.33671388
535,0,0,0.4919461
536,0,0,0.28740087
525,0,0,0.43128967
540,0,0,0.2899416
541,0,0,0.30249396
538,0,0,0.30284697
543,0,0,0.36281076
542,0,0,0.4007752
545,0,0,0.3529358
544,0,0,0.368529
537,0,0,0.34363067
547,1,1,0.5005016
548,0,1,0.53448933
550,0,0,0.2881148
539,0,0,0.3614851
552,0,0,0.31525567
549,0,0,0.31113183
551,0,0,0.40579998
546,0,0,0.31843838
553,1,0,0.3828421
557,0,0,0.28681982
556,0,0,0.40579787
558,0,0,0.42337623
554,0,0,0.33770975
561,0,0,0.28623673
560,0,0,0.28970093
562,0,0,0.31314737
559,0,0,0.34139547
565,0,0,0.28681982
563,0,0,0.3189482
566,0,0,0.33982608
564,0,0,0.4767415
568,0,0,0.28681982
567,0,0,0.28681982
569,0,0,0.28681982
571,0,0,0.28623673
555,0,0,0.33432204
570,0,0,0.35004964
575,0,0,0.29570445
572,0,0,0.3758798
577,0,0,0.28623673
576,0,0,0.3264045
578,0,0,0.43711704
579,0,0,0.38965976
580,0,0,0.3220075
582,0,0,0.29758185
581,0,0,0.28623673
583,0,0,0.4615131
584,0,0,0.35825732
586,0,0,0.28681982
587,0,0,0.29032016
585,0,0,0.34458026
573,0,0,0.28681982
574,0,0,0.37203616
588,0,0,0.46326524
589,0,0,0.28863448
590,0,0,0.31863227
591,0,0,0.39996406
594,0,0,0.35820034
595,0,0,0.30986202
596,0,1,0.51593286
592,0,0,0.38176635
598,0,0,0.28623673
597,0,0,0.42586532
593,0,0,0.30744758
599,0,0,0.36463198
600,0,0,0.28681982
603,0,0,0.332361
602,0,0,0.33329633
606,0,0,0.32738197
601,0,0,0.28623673
605,0,0,0.39982286
607,0,0,0.46629578
609,0,0,0.28623673
608,0,0,0.35163748
611,0,0,0.28681982
610,0,0,0.43366915
614,0,0,0.31362814
612,0,0,0.28941262
615,0,0,0.3048597
613,0,0,0.28712106
616,0,0,0.29548672
619,0,0,0.37179488
618,0,0,0.47581786
617,0,0,0.3310293
604,0,0,0.35932967
620,0,0,0.28623673
621,0,0,0.28623673
622,0,0,0.33673733
626,0,0,0.35374695
627,0,0,0.39167842
623,0,0,0.43663663
625,0,0,0.44715014
628,0,0,0.34806648
631,0,0,0.28681982
630,0,0,0.28623673
624,0,0,0.28849185
629,0,0,0.3844001
632,0,0,0.31845906
635,0,0,0.29034027
637,0,0,0.37347317
638,0,0,0.32432446
633,0,0,0.38505104
636,0,0,0.33340955
640,0,0,0.46157196
634,0,0,0.48641387
639,0,0,0.3546372
643,1,0,0.32175234
642,0,0,0.29652932
645,0,0,0.3472145
644,0,0,0.39303386
647,0,0,0.29767534
646,0,0,0.3340714
648,0,0,0.31717843
641,0,0,0.4131858
652,0,0,0.29469138
653,0,0,0.29053944
651,0,0,0.34420112
654,0,0,0.32296684
655,0,0,0.367661
649,0,0,0.28681982
656,0,0,0.37577632
650,0,0,0.33821917
660,0,0,0.28681982
661,0,0,0.28623673
662,0,0,0.28681982
663,0,0,0.28681982
659,0,0,0.28623673
664,0,0,0.46240237
666,0,0,0.3353556
665,0,0,0.39324826
657,0,0,0.38422775
668,0,0,0.28623673
667,0,0,0.28712106
671,0,0,0.28681982
669,0,0,0.326118
672,0,0,0.28770515
673,0,0,0.35531616
675,0,0,0.28623673
674,0,0,0.3689448
677,0,0,0.28623673
676,1,1,0.6251826
679,0,0,0.28681982
678,0,0,0.3344694
670,0,0,0.33034378
658,0,0,0.34267738
680,0,0,0.30225167
682,0,0,0.28623673
684,0,0,0.39134073
685,0,0,0.35709202
681,0,0,0.36838552
688,0,0,0.28623673
686,0,0,0.34027302
687,0,0,0.31983492
683,0,0,0.28712106
691,0,0,0.29592982
692,0,0,0.338942
694,0,0,0.28623673
693,0,0,0.48954636
696,0,0,0.34148675
695,1,1,0.60681844
697,0,0,0.3725231
690,0,0,0.28623673
689,0,0,0.42101416
701,0,0,0.28623673
702,0,0,0.3192153
700,0,0,0.41107792
703,0,0,0.38772553
698,0,0,0.28681982
704,0,0,0.33202425
706,0,0,0.291871
707,0,1,0.5262615
705,0,0,0.41687956
710,0,0,0.31688228
699,0,0,0.354614
712,0,0,0.28623673
711,0,0,0.29758185
713,0,0,0.29709968
715,0,0,0.28623673
714,0,0,0.3165616
708,0,0,0.28623673
709,0,0,0.29250038
717,0,0,0.3328102
716,0,0,0.48648337
720,0,0,0.36619842
721,0,0,0.38655823
719,0,0,0.40769407
724,0,0,0.28681982
722,0,0,0.30705926
723,0,0,0.28681982
718,0,0,0.3439946
728,0,0,0.28681982
729,0,0,0.36706164
730,0,0,0.2894167
727,0,0,0.3207496
731,0,0,0.3344699
732,0,0,0.35595223
734,0,0,0.3438343
735,0,0,0.29221392
733,0,0,0.380453
725,0,0,0.3975026
726,0,0,0.28623673
738,0,0,0.28941262
739,0,0,0.43729275
737,0,0,0.46272993
740,0,0,0.34855872
741,0,0,0.3477605
744,0,0,0.45317742
742,0,0,0.37535495
746,0,0,0.28623673
745,0,0,0.31804976
736,0,0,0.2962101
748,0,0,0.30506957
750,0,0,0.33182773
751,0,0,0.31569186
752,1,0,0.4943925
749,0,0,0.37748
754,0,0,0.47466606
743,0,0,0.28681982
753,0,0,0.34307772
756,0,0,0.31653795
747,0,0,0.37909153
755,0,0,0.3785861
759,0,0,0.33328518
758,0,0,0.3842032
760,0,0,0.34015465
761,0,0,0.322513
762,0,0,0.30067337
757,0,0,0.43646044
765,0,0,0.30493954
766,0,0,0.38219136
768,0,0,0.43670547
767,0,0,0.3495533
769,0,0,0.30851388
770,0,0,0.28681982
771,0,0,0.35682902
772,0,0,0.28849185
773,0,0,0.28623673
774,0,0,0.4097971
775,0,0,0.30638462
776,0,0,0.28681982
777,0,0,0.28681982
763,0,1,0.50378495
780,0,0,0.28623673
781,0,0,0.28623673
782,0,0,0.29442143
779,1,1,0.5717825
764,0,0,0.2881148
785,0,0,0.29709968
784,0,0,0.29239738
786,0,0,0.34530714
778,0,0,0.335973
783,0,0,0.4311182
787,0,0,0.28623673
791,0,0,0.31068528
788,0,0,0.40496832
793,0,0,0.29132903
792,0,0,0.3762399
794,0,0,0.4948215
796,0,0,0.36650142
789,0,0,0.48186785
795,0,0,0.44021794
790,0,0,0.31465012
800,0,0,0.28681982
801,0,0,0.30010402
799,0,0,0.34618947
803,0,0,0.28915492
802,0,0,0.31415594
804,0,0,0.36487845
797,0,0,0.28623673
805,0,0,0.39046696
798,0,0,0.3865468
806,0,0,0.44512054
807,0,0,0.37871405
810,0,0,0.34201816
809,0,0,0.35303828
811,0,0,0.3167186
812,1,0,0.3290753
813,0,0,0.2915035
814,0,0,0.29282117
815,0,0,0.3688338
808,1,0,0.36795032
819,0,0,0.28681982
820,0,0,0.38201717
818,0,0,0.28681982
816,0,0,0.40947163
822,0,0,0.302087
817,0,0,0.34984082
824,0,0,0.34287426
826,0,0,0.2881148
827,0,0,0.28681982
828,0,0,0.323706
823,0,0,0.28681982
829,0,0,0.28623673
831,0,0,0.356264
825,0,0,0.36310396
830,0,0,0.40821525
834,0,0,0.37326947
832,0,0,0.32146072
836,0,0,0.28623673
837,0,0,0.30407634
833,0,0,0.40616152
835,0,0,0.39225557
821,0,0,0.43225893
838,0,0,0.28681982
840,0,0,0.33855203
842,0,0,0.28623673
844,0,0,0.28623673
845,0,0,0.28681982
843,0,0,0.28623673
841,0,0,0.3673689
839,0,0,0.44882983
849,0,0,0.28681982
850,0,0,0.28623673
848,0,0,0.45370352
851,0,0,0.36491427
852,0,0,0.42611128
853,0,0,0.28856236
854,0,0,0.3331427
846,0,0,0.4144412
856,0,0,0.4778861
858,0,0,0.3819033
857,0,0,0.35064736
859,0,0,0.28623673
861,0,0,0.28681982
855,0,0,0.304375
847,0,0,0.28623673
860,0,0,0.40799806
862,0,0,0.33975765
863,0,0,0.36903238
866,0,0,0.40620336
868,0,0,0.2996647
867,0,0,0.35002258
865,0,0,0.3779988
869,0,0,0.28712106
871,0,0,0.37267816
870,0,0,0.32032874
864,0,0,0.28623673
872,0,0,0.33816424
873,0,0,0.35977805
876,0,0,0.28681982
878,0,0,0.28681982
877,0,0,0.32048965
879,0,0,0.3627931
875,0,0,0.3758124
880,0,0,0.39111948
881,0,0,0.33661568
883,0,0,0.31710935
885,0,1,0.54648316
886,0,0,0.3342686
884,0,0,0.30707327
882,0,0,0.36711046
874,0,0,0.40882638
890,0,0,0.28941262
889,0,0,0.3048646
891,0,0,0.2899416
892,0,0,0.31591162
893,0,0,0.34152484
894,0,1,0.57188296
888,0,0,0.28681982
896,0,0,0.37249687
898,0,0,0.28623673
887,0,0,0.40372095
900,0,0,0.28681982
897,0,0,0.35280216
899,0,0,0.36841503
901,0,0,0.41171858
895,0,0,0.28681982
902,0,0,0.3732384
906,0,0,0.28681982
904,0,0,0.32584906
907,0,0,0.29342073
909,0,0,0.29221392
910,0,0,0.41929588
903,0,0,0.34208724
911,0,0,0.44142902
908,0,0,0.39510635
905,0,0,0.35441676
912,0,0,0.28623673
915,0,0,0.28681982
913,0,0,0.28976125
917,0,0,0.28623673
918,0,0,0.28623673
916,0,0,0.344015
919,0,0,0.2959299
920,0,0,0.2894167
921,0,0,0.30898362
914,0,0,0.33075044
923,0,0,0.28623673
925,0,0,0.3432771
926,0,0,0.28623673
927,0,0,0.35516164
924,0,0,0.3381666
929,0,0,0.28623673
928,0,0,0.45106357
932,0,0,0.40773928
931,0,0,0.39793777
933,0,0,0.29475832
934,0,0,0.35885268
935,0,0,0.28623673
936,0,0,0.30969575
930,0,0,0.34316957
939,0,0,0.28623673
938,0,0,0.42509478
940,0,0,0.28623673
942,0,0,0.28681982
941,0,0,0.31810626
943,0,0,0.43085995
922,0,0,0.33819792
937,0,0,0.30441368
944,0,0,0.3895007
948,0,0,0.34801456
945,0,0,0.37102947
949,0,0,0.28623673
947,0,0,0.3829488
952,0,0,0.28681982
950,0,0,0.44558263
951,0,0,0.399071
946,0,0,0.4291772
956,0,0,0.32834473
955,0,0,0.28681982
958,0,0,0.29033923
957,0,0,0.345208
960,0,0,0.3495842
953,0,0,0.28623673
962,0,0,0.28681982
961,0,0,0.4691483
959,0,0,0.48669988
954,0,0,0.49928334
966,0,0,0.38343534
965,0,0,0.3450908
963,0,0,0.30845132
969,0,0,0.28681982
967,0,0,0.32257757
971,0,0,0.29191303
968,0,0,0.31302065
964,0,0,0.2995195
970,0,0,0.367191
972,0,0,0.30319783
974,0,1,0.503498
977,0,0,0.28623673
976,0,0,0.32731324
978,0,0,0.38110533
979,0,0,0.29817313
975,0,0,0.29157162
982,0,0,0.32046682
973,0,0,0.3283934
983,0,0,0.28635764
981,0,0,0.35537702
980,0,0,0.30798045
984,0,0,0.3579922
985,0,0,0.28623673
986,0,0,0.41966903
988,0,0,0.2937027
987,0,0,0.30610833
989,0,0,0.43064708
993,0,0,0.31319475
992,0,0,0.30130318
994,0,0,0.4261793
995,0,0,0.36629933
990,0,0,0.322513
996,0,0,0.33502913
997,0,0,0.30745032
999,0,0,0.33700052
1001,0,0,0.28681982
998,0,0,0.37540427
1003,0,0,0.29121312
1004,0,0,0.28681982
1002,0,0,0.3714593
1000,0,0,0.33622482
1006,0,0,0.4681381
1005,0,0,0.31465632
991,0,0,0.3017583
1007,0,0,0.38077205
1010,1,0,0.4651332
1011,0,0,0.28681982
1012,0,0,0.33497193
1013,0,0,0.33652502
1014,0,0,0.2899416
1015,0,0,0.28623673
1008,1,0,0.38192973
1017,0,0,0.30738723
1018,0,0,0.32022303
1016,0,0,0.33418584
1021,0,0,0.33550578
1020,0,0,0.4745391
1019,0,0,0.41486636
1009,0,0,0.29787368
1022,0,0,0.31947306
1024,0,0,0.28681982
1023,0,0,0.35704568
1025,0,0,0.28681982
1027,0,0,0.34938037
1026,0,0,0.39934814
1029,0,0,0.29050544
1030,0,0,0.3982417
1031,0,0,0.4220152
1028,0,0,0.38020554
1035,0,0,0.28623673
1036,0,0,0.34006423
1032,0,0,0.32268944
1037,0,0,0.3248576
1039,0,0,0.3583688
1034,0,0,0.32944974
1038,0,0,0.46452263
1042,0,0,0.3264144
1041,0,0,0.39705932
1040,0,0,0.36308786
1033,0,0,0.28623673
1044,0,0,0.3627931
1043,0,0,0.33758104
1045,0,0,0.32373428
1049,0,0,0.28863448
1048,0,0,0.43115887
1050,0,0,0.3404231
1047,0,0,0.28681982
1053,0,0,0.36734593
1052,0,0,0.39482945
1051,0,0,0.3557429
1056,0,0,0.28681982
1054,0,0,0.3200109
1055,0,0,0.39749599
1046,0,1,0.50943136
1060,0,0,0.28681982
1057,0,0,0.32795203
1059,0,0,0.28623673
1063,0,0,0.28623673
1062,1,0,0.35880455
1064,0,0,0.28623673
1066,0,0,0.34584785
1061,0,0,0.42562416
1067,0,0,0.28623673
1069,0,0,0.28681982
1065,0,0,0.4377877
1058,0,0,0.34958616
1070,0,0,0.29225957
1071,1,0,0.3652691
1074,0,0,0.28623673
1072,0,0,0.37610444
1068,0,0,0.32444447
1073,0,0,0.3938897
1078,0,0,0.31372914
1075,0,0,0.34613416
1079,0,0,0.29758185
1081,0,0,0.39378092
1082,0,0,0.32868394
1080,0,0,0.30404943
1083,0,0,0.2964419
1084,0,0,0.29829198
1077,0,0,0.38870478
1086,0,0,0.3702974
1087,0,0,0.3059093
1076,0,0,0.43277073
1085,0,0,0.37596595
1089,0,0,0.29758185
1091,0,0,0.28681982
1088,0,0,0.39429316
1094,0,0,0.28623673
1095,0,0,0.34870824
1092,0,0,0.40676478
1093,0,0,0.34346974
1097,0,0,0.29131106
1098,0,0,0.28681982
1096,0,0,0.467836
1101,0,0,0.28681982
1100,0,0,0.28623673
1099,0,0,0.28849185
1102,0,0,0.32894975
1105,0,0,0.28681982
1103,0,0,0.32761034
1090,0,0,0.34824148
1106,0,0,0.3421297
1109,0,0,0.29237372
1104,0,0,0.31462452
1111,0,0,0.28623673
1112,1,1,0.5038628
1110,0,0,0.3894926
1114,0,0,0.29030275
1115,0,0,0.28681982
1108,0,0,0.45668942
1113,0,0,0.39876717
1116,0,0,0.31863344
1107,0,0,0.36714444
1119,0,0,0.3366004
1120,0,0,0.30137044
1118,0,0,0.40878808
1122,0,0,0.2881148
1121,0,0,0.32591027
1125,0,0,0.28681982
1123,0,0,0.38124666
1126,0,0,0.34446833
1124,0,0,0.38719863
1128,0,0,0.2881148
1129,0,0,0.28623673
1127,0,1,0.55818653
1117,0,0,0.35948834
1131,0,0,0.45101053
1130,0,0,0.47914866
1132,0,0,0.3320853
1133,0,1,0.54140913
1134,0,0,0.44417477
1137,0,0,0.43254298
1139,0,0,0.31084177
1138,0,0,0.31057477
1140,0,0,0.28623673
1141,0,0,0.29425538
1135,0,0,0.4026148
1143,0,0,0.30381384
1142,0,0,0.38345745
1146,0,0,0.28623673
1147,0,0,0.28681982
1145,0,0,0.3441146
1144,0,0,0.331767
1150,0,0,0.32846436
1149,0,0,0.44284916
1148,0,0,0.3932006
1136,1,1,0.5002259
1152,0,0,0.48454484
1154,0,0,0.3397931
1153,0,0,0.3220924
1155,0,0,0.31475633
